CustomerID,Age,Gender,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore,Country_fact,SatisfactionScore_log,Satisfaction_Level
66,53,0,99149,9,2,8,1,0,87.19,0,4.479493577900089,0
67,67,1,115925,10,3,18,0,1,100.0,3,4.61512051684126,3
68,57,0,34262,4,9,18,0,1,99.86,0,4.6137334166485795,3
69,21,1,64450,10,3,4,2,2,100.0,4,4.61512051684126,3
70,19,1,75486,5,4,20,1,2,80.11,4,4.395806258082254,0
71,23,1,91477,4,3,14,0,2,91.6,2,4.528289141652134,3
72,59,1,60308,5,2,6,0,0,76.91,3,4.355554314342767,0
73,21,1,43257,1,4,4,1,2,46.58,4,3.8624125048748117,1
74,46,1,104318,8,10,9,1,0,100.0,3,4.61512051684126,3
75,35,1,98548,9,9,10,2,2,100.0,2,4.61512051684126,3
76,43,1,90145,3,6,3,2,0,78.7,0,4.378269585796169,0
77,61,1,64282,10,1,16,2,0,83.31,0,4.434500481934585,0
78,51,1,58514,3,6,17,2,0,87.35,0,4.481306198765705,0
79,27,1,47155,9,5,1,0,2,87.48,4,4.482776537774025,0
80,53,1,95408,9,8,11,1,0,100.0,3,4.61512051684126,3
81,31,1,102144,7,9,2,1,2,91.72,4,4.529584199031496,3
82,48,1,84868,5,4,11,1,1,71.21,1,4.27957854046309,0
83,65,1,56005,1,8,12,1,1,88.37,3,4.4927850553933,0
84,32,1,41451,9,8,1,1,1,100.0,2,4.61512051684126,3
85,25,0,65875,6,4,11,1,1,84.12,4,4.444062025593334,0
86,31,0,118933,3,1,17,1,0,51.57,0,3.9621456148313565,2
87,40,1,115896,5,4,9,2,2,79.53,0,4.388629785807454,0
88,57,0,98973,9,10,15,2,2,100.0,0,4.61512051684126,3
89,38,0,44838,1,7,16,0,0,84.79,4,4.451902449584874,0
90,33,0,108700,10,3,1,2,2,100.0,4,4.61512051684126,3
91,62,1,69885,1,6,14,2,1,71.42,0,4.282482504337495,0
92,35,1,71049,10,2,7,0,2,77.42,0,4.362078996864185,0
93,64,1,56243,4,10,6,2,1,100.0,0,4.61512051684126,3
94,41,0,65122,6,7,18,2,1,82.91,1,4.4297447958819784,0
95,43,0,52438,3,8,12,1,1,91.78,4,4.530231099323598,3
96,42,1,38297,3,9,6,0,1,81.73,0,4.415582293202092,0
97,62,0,87011,4,1,10,2,1,83.53,2,4.437106500940836,0
98,58,0,114170,1,9,13,2,1,100.0,0,4.61512051684126,3
99,46,1,51814,5,3,2,0,1,62.79,4,4.1555964382538635,2
100,32,0,48027,8,7,6,0,1,73.83,2,4.315218874092267,0
101,62,0,84302,6,6,17,1,0,100.0,4,4.61512051684126,3
102,18,1,73911,3,9,13,1,1,87.24,4,4.480060374945247,0
103,42,0,42143,4,9,14,0,1,100.0,4,4.61512051684126,3
104,24,1,109502,5,4,11,1,1,84.43,3,4.447697327163527,0
105,26,1,78192,5,5,11,0,2,85.26,2,4.457365991219697,0
106,41,1,92190,2,4,8,2,1,59.89,1,4.109068957620483,2
107,18,1,79929,3,9,9,1,0,79.86,1,4.392719264212625,0
108,61,1,40839,10,5,8,1,1,90.56,3,4.516994495084366,3
109,25,1,110206,8,9,2,2,0,100.0,4,4.61512051684126,3
110,41,1,87200,1,8,7,2,0,93.71,1,4.55081959123801,3
111,28,0,49631,4,2,19,1,1,79.97,2,4.394078715698023,0
112,68,1,112389,2,6,3,2,0,81.08,0,4.407694381422459,0
113,34,0,67911,9,7,6,2,1,100.0,2,4.61512051684126,3
114,25,0,35065,7,3,13,2,2,78.74,4,4.378771341953209,0
115,52,1,72646,6,9,16,2,1,100.0,2,4.61512051684126,3
116,52,0,39540,4,4,20,0,1,74.69,4,4.326646051321076,0
117,50,1,106576,1,4,10,0,2,70.77,2,4.273466561441981,0
118,22,1,68947,9,4,6,0,2,85.99,3,4.46579316951945,0
119,59,1,114199,3,3,1,0,2,76.93,2,4.355810987855469,0
120,56,1,96881,3,6,17,1,2,99.16,1,4.606768907351788,3
121,58,1,114907,6,9,14,1,1,97.81,0,4.593198814206872,3
122,45,1,106990,6,6,17,0,2,100.0,3,4.61512051684126,3
123,24,0,31196,4,2,3,2,1,63.03,2,4.159351723530711,2
124,26,0,93460,5,7,4,1,0,99.76,4,4.61274145148441,3
125,25,0,60328,5,8,1,1,2,79.87,3,4.392842927107731,0
126,29,0,91303,6,9,10,0,1,100.0,1,4.61512051684126,3
127,51,0,52193,3,3,9,0,2,68.52,0,4.241614480957137,2
128,50,1,72818,9,9,14,1,2,100.0,0,4.61512051684126,3
129,65,0,73862,7,6,13,2,1,100.0,2,4.61512051684126,3
130,40,1,61460,4,10,8,1,0,85.23,1,4.457018144964233,0
131,41,1,40368,3,7,8,2,0,72.15,1,4.292512127466133,0
132,54,1,95265,10,1,5,0,0,96.28,0,4.577593418217857,3
133,52,1,33910,7,9,16,1,2,100.0,0,4.61512051684126,3
134,61,1,112935,5,3,19,2,0,89.43,1,4.504576070752389,0
135,57,1,77042,2,2,8,2,1,51.15,0,3.9541241814467813,2
136,39,1,115074,6,9,13,0,2,100.0,4,4.61512051684126,3
137,44,0,51341,3,3,4,0,1,57.98,0,4.07719840338713,2
138,52,1,104888,7,7,20,1,0,100.0,4,4.61512051684126,3
139,18,1,45970,10,3,15,2,0,88.63,0,4.4956900853692705,0
140,52,0,46546,5,2,12,2,1,77.78,3,4.36665915754276,0
141,54,0,60860,7,9,4,1,0,100.0,3,4.61512051684126,3
142,64,1,51145,4,3,17,0,1,92.42,3,4.537105455073962,3
144,20,1,65992,1,9,20,2,0,78.83,4,4.379899373657707,0
145,18,1,103510,7,3,15,0,0,83.59,2,4.437816056315923,0
146,22,1,42746,9,4,7,1,2,97.22,2,4.5872098606110985,3
147,43,1,101133,6,3,9,1,2,77.17,0,4.358885942232239,0
148,31,0,61284,3,2,13,0,1,51.81,4,3.966700566718842,2
149,56,0,117613,9,9,9,2,2,100.0,3,4.61512051684126,3
150,44,0,44440,9,1,5,2,2,73.83,3,4.315218874092267,0
151,26,1,75022,1,7,12,1,1,55.71,3,4.037950562025936,2
152,32,1,96759,10,1,9,2,2,89.27,0,4.502805179310063,0
153,32,0,114282,5,2,15,0,0,88.23,4,4.49121730591206,0
154,43,0,91845,3,4,11,2,1,70.78,0,4.273605885719461,0
155,59,1,104405,9,3,16,1,1,100.0,1,4.61512051684126,3
156,30,0,36871,7,5,5,2,0,88.46,1,4.493791598004702,0
157,68,0,73294,4,10,3,2,1,100.0,2,4.61512051684126,3
158,49,1,86112,5,8,1,1,1,100.0,4,4.61512051684126,3
159,56,0,50403,9,5,13,2,0,100.0,3,4.61512051684126,3
160,66,1,49312,4,2,7,1,2,69.68,4,4.2581626474514955,2
161,69,0,95901,7,8,9,1,2,100.0,2,4.61512051684126,3
162,49,0,59912,5,9,1,2,0,100.0,3,4.61512051684126,3
164,47,1,48172,1,8,5,1,2,73.46,3,4.310262068444571,0
165,54,1,57353,6,4,7,2,2,100.0,1,4.61512051684126,3
166,40,1,67987,2,7,20,1,2,100.0,0,4.61512051684126,3
167,56,1,59206,5,7,4,0,1,79.87,3,4.392842927107731,0
168,62,1,94493,2,10,10,0,2,100.0,0,4.61512051684126,3
169,32,0,110154,10,8,8,2,0,100.0,1,4.61512051684126,3
170,60,0,66852,1,6,14,0,0,77.8,1,4.366912996863833,0
171,46,1,60850,8,4,5,1,1,90.13,4,4.5122870585080355,3
172,53,1,95639,4,8,4,2,2,100.0,1,4.61512051684126,3
173,30,1,37706,10,9,15,1,2,100.0,1,4.61512051684126,3
174,49,0,65517,5,10,12,1,1,100.0,1,4.61512051684126,3
175,24,0,61501,6,1,2,0,1,61.82,2,4.140273494110501,2
176,68,0,117771,6,3,9,0,2,100.0,1,4.61512051684126,3
177,39,0,114651,4,5,9,2,1,95.71,4,4.571716809728872,3
178,45,1,74007,2,9,17,1,1,98.36,0,4.598749618185169,3
179,19,0,85498,2,8,16,0,0,100.0,2,4.61512051684126,3
180,59,0,77155,1,7,18,1,2,94.69,0,4.561113799791172,3
181,62,0,42755,5,6,19,1,0,100.0,0,4.61512051684126,3
182,23,1,41681,6,8,2,2,2,100.0,4,4.61512051684126,3
183,45,0,93484,10,1,1,0,1,85.16,2,4.456206032848133,0
184,45,1,63682,2,2,12,1,1,62.22,3,4.146620706787472,2
185,61,0,68904,3,8,2,0,0,100.0,1,4.61512051684126,3
186,61,0,49947,3,6,14,2,1,77.78,0,4.36665915754276,0
187,37,0,51696,7,7,19,1,2,100.0,0,4.61512051684126,3
188,47,1,56756,8,5,3,0,0,92.55,4,4.538496052720099,3
189,28,0,103912,2,7,2,0,0,69.02,4,4.2487809155265195,2
190,45,0,113093,5,9,2,1,1,100.0,4,4.61512051684126,3
191,42,1,85553,7,5,11,0,0,100.0,2,4.61512051684126,3
192,56,0,37624,8,7,2,2,0,96.23,1,4.577079305821566,3
193,50,0,106523,10,4,17,1,0,100.0,2,4.61512051684126,3
194,18,0,96950,3,5,12,0,0,81.47,4,4.412434590845264,0
195,44,0,63044,6,10,12,2,2,100.0,4,4.61512051684126,3
196,69,0,107370,9,5,17,2,2,100.0,0,4.61512051684126,3
197,30,1,58424,4,5,1,1,0,67.86,2,4.232075457910378,2
198,58,0,58791,6,3,8,2,2,78.6,2,4.377014092850337,0
199,20,0,108408,4,5,7,1,0,86.29,1,4.469235908747258,0
200,56,1,30250,5,6,7,1,2,90.23,2,4.513383790357383,3
201,23,1,76475,3,7,10,1,1,83.65,1,4.438525108579144,0
202,25,0,43803,4,4,5,1,2,62.44,3,4.150094577326593,2
203,44,0,43923,3,3,20,0,1,55.99,1,4.0428758138469085,2
204,26,0,74616,4,8,14,2,0,93.29,4,4.546375139477586,3
205,54,1,69049,6,5,7,2,0,90.6,3,4.517431271680085,3
206,50,0,75680,2,7,19,1,2,82.42,0,4.423888088768799,0
207,68,1,77689,10,8,11,1,2,100.0,0,4.61512051684126,3
208,59,1,36719,1,9,14,2,0,93.53,0,4.548917244437293,3
209,61,1,60000,8,6,3,0,0,91.87,4,4.531200665787917,3
210,41,0,64287,3,10,6,0,0,100.0,0,4.61512051684126,3
211,32,0,75667,4,10,12,0,1,100.0,1,4.61512051684126,3
212,49,0,90570,4,7,1,1,2,92.83,4,4.541484634301958,3
213,49,1,66360,4,8,19,0,2,100.0,2,4.61512051684126,3
214,41,0,108649,8,6,6,0,2,94.44,4,4.55849777778966,3
215,58,0,112683,4,6,4,1,0,100.0,4,4.61512051684126,3
216,69,1,100685,3,2,14,0,2,64.29,2,4.178838885198542,2
217,66,1,38141,6,10,11,0,1,100.0,1,4.61512051684126,3
218,66,1,88668,2,5,7,2,2,82.81,3,4.428552332110815,0
219,69,1,30924,10,3,6,2,2,100.0,2,4.61512051684126,3
220,29,1,97291,9,2,19,1,1,100.0,4,4.61512051684126,3
221,56,0,103502,5,5,19,2,1,100.0,0,4.61512051684126,3
222,19,1,109568,7,6,11,2,2,100.0,2,4.61512051684126,3
223,20,0,67503,1,3,14,1,1,55.01,2,4.025530246221741,2
224,66,1,102757,2,7,13,1,0,95.66,3,4.571199666416938,3
225,54,0,88958,3,3,12,0,2,78.74,4,4.378771341953209,0
226,66,0,111710,4,3,13,0,0,90.0,0,4.51085950651685,3
227,34,1,62927,10,6,1,0,2,100.0,0,4.61512051684126,3
228,66,1,112314,3,9,12,2,0,100.0,3,4.61512051684126,3
229,19,0,116859,2,2,11,2,2,54.35,0,4.013676659154646,2
230,19,1,81058,6,6,19,0,2,92.79,1,4.541058240520847,3
231,45,1,48802,1,10,5,2,1,82.12,2,4.420285346790972,0
232,40,1,59862,8,5,16,1,0,90.61,2,4.517540436027117,3
233,54,1,39971,1,4,17,0,2,68.62,0,4.243051882383293,2
234,49,1,87032,10,10,3,0,0,100.0,0,4.61512051684126,3
235,50,1,70729,2,10,12,2,0,100.0,0,4.61512051684126,3
236,18,1,38515,3,2,2,0,0,38.9,2,3.686376323895818,1
237,36,1,54076,4,8,17,1,2,80.38,0,4.399129542573544,0
238,19,0,67148,5,3,20,2,2,82.28,1,4.422208424306714,0
239,61,0,77342,4,4,12,2,1,90.22,1,4.5132741712835545,3
240,43,1,65400,6,9,12,1,1,100.0,2,4.61512051684126,3
241,49,1,75737,3,9,12,0,0,100.0,4,4.61512051684126,3
242,23,0,57069,8,6,8,0,0,100.0,4,4.61512051684126,3
243,49,1,70679,2,10,8,2,2,94.05,4,4.554403068934438,3
244,21,1,109046,9,3,8,0,0,97.77,1,4.592793914920036,3
245,28,1,51702,7,7,5,1,2,100.0,3,4.61512051684126,3
246,34,1,116036,8,2,6,0,1,100.0,4,4.61512051684126,3
247,55,0,101153,6,7,12,1,2,96.7,3,4.581901559048737,3
248,41,1,102364,5,4,20,2,0,100.0,2,4.61512051684126,3
249,22,0,78538,5,6,14,2,0,100.0,1,4.61512051684126,3
250,69,1,115188,7,9,13,1,1,100.0,4,4.61512051684126,3
251,51,0,98423,4,7,7,0,1,92.13,1,4.533996366533566,3
252,23,0,91710,1,8,8,0,0,78.48,2,4.375505417683616,0
253,39,0,79740,6,9,3,2,2,93.73,1,4.551030739887443,3
254,28,1,95195,5,5,19,0,1,86.09,0,4.466942066704648,0
255,65,1,59050,7,1,8,2,0,66.78,4,4.2162671661789055,2
256,33,1,112862,1,8,17,1,0,100.0,1,4.61512051684126,3
257,50,0,39759,7,4,6,2,1,82.24,1,4.421728001525434,0
258,26,1,115027,10,6,20,2,1,100.0,1,4.61512051684126,3
259,23,1,31712,2,7,14,0,1,69.13,2,4.250350662548819,2
260,33,0,78564,7,5,20,2,2,100.0,4,4.61512051684126,3
261,46,1,79558,10,9,12,1,1,100.0,4,4.61512051684126,3
262,20,0,119233,2,1,15,1,2,73.23,0,4.307168381129456,0
263,37,1,93883,3,8,12,2,2,89.01,0,4.499920775268994,0
264,53,0,55430,7,7,16,2,1,100.0,1,4.61512051684126,3
265,36,0,53933,2,3,14,0,2,55.66,4,4.03706849440237,2
266,43,0,117169,4,1,2,1,2,70.48,4,4.2694176902912275,0
267,20,0,90651,9,1,11,1,2,80.56,1,4.401338945706255,0
268,36,0,104142,6,1,6,1,1,79.47,3,4.387884444158042,0
269,37,0,102111,8,9,19,1,0,100.0,4,4.61512051684126,3
270,49,0,70789,9,4,16,0,2,100.0,1,4.61512051684126,3
271,24,1,99700,9,5,19,2,1,100.0,1,4.61512051684126,3
272,69,0,74176,7,6,11,2,0,100.0,3,4.61512051684126,3
273,58,1,88410,10,1,19,2,1,100.0,0,4.61512051684126,3
274,50,1,99062,2,8,1,0,1,90.36,1,4.5148077459077,3
275,57,1,70081,6,1,18,2,0,81.13,4,4.408303357752101,0
276,56,0,84334,8,10,5,1,0,100.0,0,4.61512051684126,3
277,35,1,69195,4,6,12,0,2,81.36,0,4.411099882159589,0
278,57,0,115698,9,4,11,1,1,100.0,0,4.61512051684126,3
279,18,1,80784,8,2,20,1,1,76.92,1,4.3556826593342794,0
280,28,0,41227,1,6,2,1,1,37.65,4,3.654546775033431,1
281,45,0,33831,8,2,7,1,2,67.54,3,4.2274175164464625,2
282,42,1,31937,9,8,10,0,2,100.0,2,4.61512051684126,3
283,67,0,111550,1,6,19,1,0,84.45,2,4.4479314095616,0
284,40,1,89850,9,6,8,0,1,100.0,0,4.61512051684126,3
285,48,0,112904,1,2,19,2,0,58.35,2,4.083452121055677,2
286,47,0,79960,10,9,7,2,1,100.0,2,4.61512051684126,3
287,59,1,86941,7,5,1,1,1,98.36,1,4.598749618185169,3
288,52,0,62474,2,7,18,0,1,86.92,3,4.4764273100953655,0
289,24,1,74107,4,3,16,2,1,57.58,2,4.070393341399587,2
290,33,1,47608,8,9,5,1,1,100.0,3,4.61512051684126,3
291,43,1,112292,8,4,7,1,2,85.47,2,4.459797532972339,0
292,65,0,115313,10,9,11,0,1,100.0,0,4.61512051684126,3
293,69,1,114296,7,1,14,1,2,81.6,0,4.414009680526933,0
294,66,1,93854,4,9,17,1,0,100.0,3,4.61512051684126,3
295,19,1,115623,4,2,9,0,2,62.21,3,4.146462516484207,2
296,18,1,113122,6,10,15,2,2,100.0,3,4.61512051684126,3
297,65,0,109998,10,2,19,0,2,100.0,3,4.61512051684126,3
298,29,0,107967,5,9,3,0,0,99.27,4,4.607866547535834,3
299,22,1,103920,9,2,12,1,2,71.22,0,4.279717015849312,0
300,54,1,83716,5,7,1,1,2,98.54,2,4.6005595734304086,3
301,49,1,31265,6,8,14,2,0,93.35,4,4.547011271814559,3
302,26,1,84692,8,1,14,2,0,79.42,3,4.387262901469128,0
303,58,1,100208,10,6,6,1,0,100.0,2,4.61512051684126,3
304,52,1,67296,4,5,2,2,2,84.83,0,4.452368595730128,0
305,36,0,40286,10,7,10,1,1,97.61,3,4.591172676344238,3
306,65,1,60119,10,10,15,1,2,100.0,1,4.61512051684126,3
307,33,1,117437,2,5,12,0,1,75.24,3,4.333886259345946,0
308,20,1,97999,2,4,19,0,2,68.56,2,4.242189689486082,2
309,37,1,65799,10,2,2,2,1,87.92,0,4.487737089095996,0
310,41,1,31830,5,10,15,2,2,100.0,3,4.61512051684126,3
311,50,1,111508,2,1,20,2,2,85.46,0,4.4596818792394854,0
312,41,0,63322,2,3,13,1,1,52.78,4,3.9849016508407185,2
313,69,0,56038,4,7,18,2,0,100.0,1,4.61512051684126,3
314,28,1,65371,7,6,20,0,0,100.0,4,4.61512051684126,3
315,66,0,119419,1,7,2,2,0,100.0,1,4.61512051684126,3
316,25,1,46770,5,8,2,1,2,90.77,4,4.519285446830922,3
317,53,0,69764,3,8,1,1,0,95.06,0,4.564972996236678,3
318,55,1,68457,3,10,3,2,1,95.69,0,4.5715099844954565,3
319,57,1,83082,8,4,19,1,2,98.55,4,4.6006600305102054,3
320,37,1,88761,4,4,12,2,1,60.86,2,4.124873767256924,2
321,52,0,71481,6,1,1,2,2,69.67,4,4.258021154702763,2
322,65,0,46336,10,5,3,2,1,100.0,3,4.61512051684126,3
323,42,1,37337,1,1,12,1,2,59.43,2,4.101485670373467,2
324,52,1,48465,2,6,12,2,2,77.09,0,4.3578620076745835,0
325,42,0,56777,8,4,12,0,2,94.41,4,4.558183394763755,3
326,46,1,72113,6,8,2,0,2,100.0,2,4.61512051684126,3
327,35,1,36856,8,5,20,0,0,100.0,3,4.61512051684126,3
328,63,1,89381,7,7,6,2,2,100.0,1,4.61512051684126,3
329,35,0,108380,6,6,16,1,1,91.32,0,4.52526080275979,3
330,19,0,103732,3,6,13,2,2,65.79,2,4.201553368737545,2
331,52,1,36169,5,10,10,0,0,100.0,2,4.61512051684126,3
332,33,1,102179,7,8,5,1,2,100.0,2,4.61512051684126,3
333,58,0,36888,4,2,17,0,1,66.07,4,4.205736850111646,2
334,53,1,47742,6,7,4,1,1,90.58,0,4.5172129072289495,3
335,50,1,115400,1,5,15,1,1,81.58,0,4.413767520457944,0
336,21,1,64585,2,3,12,0,1,38.84,4,3.6848714327163976,1
337,50,1,86411,8,3,20,1,0,100.0,4,4.61512051684126,3
338,31,0,112646,6,5,8,0,2,86.84,4,4.47551697776122,0
339,38,1,31620,10,2,13,1,2,70.93,3,4.2756934238792645,0
340,65,1,78661,6,7,5,0,1,100.0,2,4.61512051684126,3
341,37,1,84674,8,6,18,0,1,100.0,3,4.61512051684126,3
342,25,0,101153,8,10,7,0,1,100.0,0,4.61512051684126,3
343,24,0,75097,1,4,10,0,1,65.09,4,4.191017449482361,2
344,20,0,62227,9,8,8,2,0,100.0,2,4.61512051684126,3
345,34,1,106958,4,5,2,1,2,89.1,1,4.500920164614292,0
346,50,1,38441,2,7,2,0,0,72.7,2,4.300002799195291,0
347,65,1,30330,3,8,12,1,2,79.73,1,4.391110253406924,0
348,29,0,97408,7,8,3,0,1,100.0,2,4.61512051684126,3
349,68,0,62480,9,6,8,2,1,100.0,4,4.61512051684126,3
350,39,1,35482,7,9,11,0,1,100.0,1,4.61512051684126,3
351,39,1,54025,1,8,11,2,2,75.63,1,4.3389886449823125,0
352,63,0,35539,6,5,10,0,2,100.0,0,4.61512051684126,3
353,47,1,35569,6,2,19,1,0,81.23,2,4.409520198982804,0
354,55,1,44199,5,9,19,0,2,100.0,3,4.61512051684126,3
355,55,1,39406,1,10,18,1,1,100.0,3,4.61512051684126,3
356,62,0,118433,5,10,12,2,0,100.0,0,4.61512051684126,3
357,68,1,52806,5,9,7,1,1,100.0,0,4.61512051684126,3
358,25,0,60769,8,5,7,0,2,90.51,0,4.516448255927287,3
359,44,1,82544,5,8,13,0,0,100.0,4,4.61512051684126,3
360,44,0,35117,5,1,16,0,0,62.5,4,4.151039905898646,2
361,51,0,77801,9,10,15,0,0,100.0,4,4.61512051684126,3
362,38,0,105428,6,8,19,2,1,100.0,4,4.61512051684126,3
363,47,1,68276,9,2,11,1,0,96.86,0,4.583537885860977,3
364,50,1,34706,10,2,13,2,0,100.0,0,4.61512051684126,3
365,45,1,39845,9,4,3,2,1,100.0,4,4.61512051684126,3
366,64,0,59941,4,3,20,0,1,81.1,4,4.407938016458383,0
367,50,0,73929,3,9,12,2,0,100.0,1,4.61512051684126,3
368,22,1,61529,7,10,6,2,2,100.0,2,4.61512051684126,3
369,65,0,68554,4,3,3,2,0,85.45,1,4.4595662121293,0
370,36,0,115941,6,9,6,1,1,100.0,2,4.61512051684126,3
371,21,1,77185,6,5,15,1,2,100.0,4,4.61512051684126,3
372,52,0,35722,8,8,1,2,1,100.0,4,4.61512051684126,3
373,66,1,59304,9,7,12,1,0,100.0,4,4.61512051684126,3
374,34,1,108282,7,8,1,0,0,100.0,1,4.61512051684126,3
375,61,0,119879,6,9,5,2,2,100.0,0,4.61512051684126,3
376,45,1,115373,1,2,13,0,0,65.07,2,4.190714786041794,2
377,47,0,100310,4,9,6,1,1,100.0,1,4.61512051684126,3
378,46,1,65654,2,1,13,1,2,58.42,4,4.084630870034462,2
379,63,1,99003,6,8,10,1,0,100.0,0,4.61512051684126,3
380,23,1,84037,2,4,17,0,0,53.56,1,3.9993010135352067,2
381,52,1,35389,5,4,2,2,2,69.92,2,4.2615524812060075,2
382,58,1,75522,7,4,17,0,0,88.9,4,4.498697941477575,0
383,54,1,103172,6,6,12,0,1,99.94,2,4.614526280912116,3
384,41,1,58540,4,10,7,1,2,99.25,4,4.6076670661866785,3
385,46,0,61144,5,10,10,2,2,92.8,4,4.541164856012179,3
386,66,1,63196,6,5,13,0,0,82.22,3,4.421487703554795,0
387,63,1,40820,8,6,14,2,2,100.0,2,4.61512051684126,3
388,48,0,98706,10,5,6,2,1,100.0,0,4.61512051684126,3
389,52,0,84715,4,5,2,1,2,84.72,4,4.451086170605376,0
390,50,1,111503,6,5,7,1,0,100.0,0,4.61512051684126,3
391,69,0,67129,9,2,19,2,2,100.0,1,4.61512051684126,3
392,38,1,87565,9,10,12,0,2,100.0,4,4.61512051684126,3
393,49,1,52664,9,5,7,2,1,99.65,4,4.611649152085801,3
394,40,0,91333,4,3,19,2,2,100.0,4,4.61512051684126,3
395,50,0,75204,7,9,11,2,0,100.0,0,4.61512051684126,3
